id,question,answer1,answer2,answer3,answer4,correctAnswer,explanation,signId,image,chapter,isFailingPoint,newExplanation,isHard,isSaved,questionStatus
279,Gạt nước lắp trên ô tô phải đảm bảo yêu cầu an toàn kỹ thuật nào dưới đây?,"Đầy đủ số lượng, lắp đặt chắc chắn, hoạt động bình thường.","Lưỡi gạt không quá mòn, diện tích quét đảm bảo tầm nhìn của người lái.",Cả ý 1 và ý 2.,,3,,,,5,,Gạt nước phải đầy đủ số lượng và chất lượng như thiết kế của nhà sản xuất.,,,
280,Dây đai an toàn lắp trên ô tô phải đảm bảo yêu cầu an toàn kỹ thuật nào dưới đây?,"Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm giữ chặt dây khi giật dây đột ngột.","Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm mở ra khi giật dây đột ngột.",Cả ý 1 và ý 2.,,1,Dây đai an toàn có cơ cấu hãm giữ chặt dây khi giật dây đột ngột.,,,5,,Dây đai an toàn có cơ cấu hãm giữ chặt dây khi giật dây đột ngột.,,,
281,Thế nào là động cơ 4 kỳ?,"Là loại động cơ; Để hoàn thành một chu trình công tác của động cơ, pít tông thức hiện 2 (hai) hành trình, trong đó có một lần sinh công","Là loại động cơ; Để hoàn thành một chu trình công tác của động cơ, pít tông thức hiện 4 (bốn) hành trình, trong đó có một lần sinh công",,,2,Động cơ 4 kỳ thì pít tông thực hiện 4 hành trình.,,,5,,Động cơ 4 kỳ thì pít tông thực hiện 4 hành trình.,,,
282,Công dụng của hệ thống bôi trơn đối với động cơ ô tô?,"Cung cấp một lượng dầu bôi trơn đủ và sạch dưới áp suất nhất định đi bôi trơn cho các chi tiết của động cơ để giảm ma sát, giảm mài mòn, làm kín, làm sạch, làm mát và chống gỉ.",Cung cấp một lượng nhiên liệu đầy đủ và sạch để cho động cơ ô tô hoạt động.,Cả ý 1 và ý 2.,,1,Hệ thống bôi trơn giảm ma sát.,,,5,,Hệ thống bôi trơn giảm ma sát.,,,
283,Niên hạn sử dụng của ô tô tải (tính bắt đầu từ năm sản xuất) là bao nhiêu năm?,15 năm.,20 năm.,25 năm.,,3,Niên hạn ô tô tải là 25 năm.,,,5,,Niên hạn ô tô tải là 25 năm.,,,
284,Niên hạn sử dụng của ô tô chở người trên 9 chỗ ngồi tính bắt đầu từ năm sản xuất là bao nhiêu năm?,5 năm.,20 năm.,25 năm.,,2,Niên hạn ô tô trên 9 chỗ ngồi là 20 năm.,,,5,,Niên hạn ô tô trên 9 chỗ ngồi là 20 năm.,,,
285,Hãy nêu công dụng của động cơ ô tô?,"Khi làm việc, nhiệt năng được biến đổi thành cơ năng làm trục khuỷu động cơ quay, truyền lực đến các bánh xe chủ động tạo ra chuyển động tịnh tiến cho ô tô.","Khi làm việc, cơ năng được biến đổi thành nhiệt năng và truyền đến các bánh xe chủ động tạo ra chuyển động tịnh tiến cho ô tô.",Cả ý 1 và ý 2.,,1,Động cơ ô tô biến nhiệt năng thành cơ năng.,,,5,,Động cơ ô tô biến nhiệt năng thành cơ năng.,,,
286,Hãy nêu công dụng hệ thống truyền lực của ô tô?,Dùng để truyền mô men quay từ động cơ tới các bánh xe chủ động của ô tô.,Dùng để thay đổi hướng chuyển động hoặc giữ cho ô tô chuyển động ổn định theo hướng xác định.,"Dùng để làm giảm tốc độ, dừng chuyển động của ô tô.",,1,Hệ thống truyền lực truyền mô men quay từ động cơ tới bánh xe.,,,5,,Hệ thống truyền lực truyền mô men quay từ động cơ tới bánh xe.,,,
287,Hãy nêu công dụng ly hợp (côn) của xe ô tô?,Dùng để truyền mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình xe ô tô chuyển động.,Dùng để truyền hoặc ngắt truyền động từ động cơ đến hộp số của xe ô tô.,Dùng để truyền truyền động từ hộp số đến bánh xe chủ động của ô tô,,2,Ly hợp (côn) truyền hoặc ngắt truyền động từ động cơ đến hộp số.,,,5,,Ly hợp (côn) truyền hoặc ngắt truyền động từ động cơ đến hộp số.,,,
288,Hãy nêu công dụng hộp số của ô tô?,"Truyền và tăng mô men xoắn giữa các trục vuông góc nhau, đảm bảo cho các bánh xe chủ động quay với tốc độ khác nhau khi sức cản chuyển động ở bánh xe hai bên không bằng nhau.","Truyền và thay đổi mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình ô tô chuyển động, chuyển số êm dịu, dễ điều khiển.","Truyền và thay đổi mô men từ động cơ đến bánh xe chủ động, cắt truyền động từ động cơ đến bánh xe chủ động, đảm bảo cho ô tô chuyển động lùi.",,3,Hộp số ô tô đảm bảo chuyển động lùi.,,,5,,"Hộp số truyền, thay đổi và cắt mô men từ động cơ đến bánh xe; giúp lùi xe.",,,
289,Hãy nêu công dụng hệ thống lái của ô tô?,Dùng để thay đổi mô men từ động cơ tới các bánh xe chủ động khi ô tô chuyển động theo hướng xác định.,Dùng để thay đổi mô men giữa các trục vuông góc nhau khi ô tô chuyển động theo hướng xác định.,Dùng để thay đổi hướng chuyển động hoặc giữ cho ô tô chuyển động ổn định theo hướng xác định.,,3,Hệ thống lái dùng để thay đổi hướng.,,,5,,Hệ thống lái thay đổi hướng.,,,
290,Hãy nêu công dụng hệ thống phanh của xe ô tô?,"Dùng để giảm tốc độ, dừng chuyển động của xe ô tô và giữ cho xe ô tô đứng yên trên dốc.",Dùng để thay đổi hướng chuyển động hoặc giữ cho xe ô tô chuyển động ổn định theo hướng xác định.,Dùng để truyền hoặc ngắt truyền động từ động cơ đến bánh xe chủ động của xe ô tô.,,1,Hệ thống phanh giúp giảm tốc độ.,,,5,,Hệ thống phanh giúp giảm tốc độ.,,,
291,Đèn phanh trên xe mô tô có tác dụng gì?,Có tác dụng cảnh báo cho các xe phía sau biết xe đang giảm tốc để chủ động tránh hoặc giảm tốc để tránh va chạm.,Có tác dụng định vị vào ban đêm với các xe từ phía sau tới để tránh va chạm.,Cả ý 1 và ý 2,,3,,,,5,,Đèn phanh có tác dụng định vị trong đêm tối và báo hiệu xe đang phanh cho các xe khác.,,,
292,"Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?",Nhiệt độ nước làm mát động cơ quá ngưỡng cho phép.,Áp suất lốp không đủ.,Đang hãm phanh tay.,Cần kiểm tra động cơ.,1,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14989.png,5,,"Chú ý ký hiệu màu đỏ là đang báo động, ký hiệu nhiệt kế báo hiệu nhiệt độ nước làm mát.",,,
293,"Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?",Báo hiệu hệ thống chống bó cứng khi phanh bị lỗi.,Áp suất lốp không đủ.,Đang hãm phanh tay.,Cần kiểm tra động cơ.,4,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14831.png,5,,"Ký hiệu chỉ động cơ máy, màu vàng ám hiệu đang cảnh báo có vấn đề cần kiểm tra.",,,
294,"Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?",Báo hiệu thiếu dầu phanh.,Áp suất lốp không đủ.,Đang hãm phanh tay.,Sắp hết nhiên liệu.,2,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15314.png,5,,"Ký hiệu chỉ lốp xe, chú ý áp suất lốp.",,,
295,"Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?",Báo hiệu hệ thống chống bó cứng khi phanh bị lỗi.,Áp suất lốp không đủ.,Đang hãm phanh tay.,Sắp hết nhiên liệu.,1,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15182.png,5,,"ABS là hệ thống chống bó cứng xe, ký hiệu báo hiệu hệ thống ABS có vấn đề, cần kiểm tra.",,,
296,Khi khởi động xe số tự động có trang bị chìa khóa thông minh có cần đạp hết hành trình bàn đạp chân phanh?,Phải đạp hết hành trình bàn đạp chân phanh.,Không cần đạp phanh.,Tùy từng trường hợp.,,1,Khởi động xe tự động phải đạp phanh.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15342.png,5,,Khởi động xe tự động phải đạp phanh.,,,
297,Ắc quy được trang bị trên xe ô tô có tác dụng gì?,Giúp người lái xe kịp thời tạo xung lực tối đa lên hệ thống phanh trong khoảnh khắc đầu tiên của tình huống khẩn cấp.,Ổn định chuyển động của xe ô tô khi đi vào đường vòng.,Hỗ trợ người lái xe khởi hành ngang dốc.,"Để tích trữ điện năng, cung cấp cho các phụ tải khi máy phát chưa làm việc.",4,Ắc quy để tích trữ điện năng.,,,5,,Ắc quy để tích trữ điện năng.,,,
298,Máy phát điện được trang bị trên xe ô tô có tác dụng gì?,Để phát điện năng cung cấp cho các phụ tải làm việc và nạp điện cho ắc quy.,Ổn định chuyển động của xe ô tô khi đi vào đường vòng.,Hỗ trợ người lái xe khởi hành ngang dốc.,Để tích trữ điện năng và cung cấp điện cho các phụ tải làm việc.,1,Máy phát điện để phát điện năng.,,,5,,Máy phát điện để phát điện năng.,,,
299,Dây đai an toàn được trang bị trên xe ô tô có tác dụng gì dưới đây?,Ổn định chuyển động của xe ô tô khi đi vào đường vòng.,Giữ chặt người lái và hành khách trên ghế ngồi khi xe ô tô đột ngột dừng lại.,Để tích trữ điện năng và cung cấp điện cho các phụ tải làm việc.,,2,Dây đai giữ chặt người lái và hành khách trên ghế ngồi.,,,5,,Dây đai giữ chặt người lái và hành khách trên ghế ngồi.,,,
300,Túi khí được trang bị trên xe ô tô có tác dụng gì dưới đây?,Giữ chặt người lái và hành khách trên ghế ngồi khi xe ô tô đột ngột dừng lại.,Giảm khả năng va đập của một số bộ phận cơ thể quan trọng với các vật thể trong xe.,Hấp thụ một phần lực va đập lên người lái và hành khách.,Cả ý 2 và ý 3.,4,Túi khí giúp giảm khả năng va đập và hấp thụ một phận lực va đập.,,,5,,Túi khí giúp giảm khả năng va đập và hấp thụ một phân lực va đập.,,,
301,"Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây không tắt trong thời gian dài, báo hiệu tình trạng như thế nào của xe ô tô?",Nhiệt độ nước làm mát động cơ quá ngưỡng cho phép.,Áp suất lốp không đủ.,Đang hãm phanh tay.,Hệ thống lái gặp trục trặc.,4,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15308.png,5,,Ký hiệu chỉ bánh lái đang gặp vấn đề.,,,
302,Trên xe ô tô có trang bị thiết bị như hình vẽ có tác dụng gì?,Dùng để kích (hay nâng) xe ô tô,Vặn ốc lắp bánh xe.,Ổn định chuyển động của xe ô tô khi đi vào đường vòng.,Giữ chặt người lái và hành khách trên ghế ngồi khi xe ô tô đột ngột dừng lại.,1,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15304.png,5,,"Dùng để kích xe, ví dụ như khi sửa chữa lốp xe, thay lốp xe.",,,
303,"Trên xe ô tô có trang bị thiết bị như hình vẽ, dùng để làm gì?",Thay lốp xe.,Chữa cháy.,Phá cửa kính xe ô tô trong các trường hợp khẩn cấp.,Vặn ốc để tháo lắp bánh xe.,3,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14967.png,5,,"Dụng cụ phá cửa kính khẩn cấp được dùng trong trường hợp cháy nổ, hay xe lao xuống hồ nước, cần phải thoát ra gấp.",,,
304,"Trên xe ô tô có trang bị thiết bị như hình vẽ, dùng để làm gì?",Thay lốp xe.,Chữa cháy trong các trường hợp hỏa hoạn.,Phá cửa kính xe ô tô trong các trường hợp khẩn cấp.,Cầm máu cho người bị nạn.,2,,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15048.png,5,,"Bình cứu hỏa mini, dùng trong trường hợp có hỏa hoạn.",,,
305,"Biển nào cấm các loại xe cơ giới đi vào, trừ xe gắn máy, mô tô hai bánh và các loại xe ưu tiên theo luật định?",Biển 1.,Biển 2.,Biển 1 và 3.,Cả ba biển.,1,,P.103a;P.107;P.108,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14865.png,6,,"Nhiều bạn nhầm lẫn biển 1 chỉ cấm xe ô tô, tuy nhiên ý nghĩa biển này là cấm TẤT CẢ các loại xe cơ giới, trừ xe gắn máy, mô tô 2 bánh, và các xe ưu tiên theo luật định. Xem phần tra cứu thông tin biển báo bên dưới để xem chỉ tiết.",1,,
